sent,words
पुलिस इस मामले में दो आरोपियों को पहले ही काबू कर चुकी है।,"['पुलिस', 'इस', 'मामले', 'में', 'दो', 'आरोपियों', 'को', 'पहले', 'ही', 'काबू', 'कर', 'चुकी', 'है।']"
लैंडिंग की जगह की ढलान 15 डिग्री से कम होनी चाहिए।,"['लैंडिंग', 'की', 'जगह', 'की', 'ढलान', '15', 'डिग्री', 'से', 'कम', 'होनी', 'चाहिए।']"
इस मसौदे को हाई कोर्ट ने भी सही करार दिया था।,"['इस', 'मसौदे', 'को', 'हाई', 'कोर्ट', 'ने', 'भी', 'सही', 'करार', 'दिया', 'था।']"
हादसे के कारण की जांच की जा रही है।,"['हादसे', 'के', 'कारण', 'की', 'जांच', 'की', 'जा', 'रही', 'है।']"
"हमलावरों को पकड़ने का प्रयास किया, लेकिन वे भाग गए।","['हमलावरों', 'को', 'पकड़ने', 'का', 'प्रयास', 'किया,', 'लेकिन', 'वे', 'भाग', 'गए।']"
"हालांकि, अभी तक इसकी कोई आधिकारिक घोषणा नहीं की है।","['हालांकि,', 'अभी', 'तक', 'इसकी', 'कोई', 'आधिकारिक', 'घोषणा', 'नहीं', 'की', 'है।']"
"जब उन्होंने जवाब दिया: “यीशु नासरी को, ” तो उसने कहा:“ मैं ही हूं । ”","['जब', 'उन्होंने', 'जवाब', 'दिया:', '“यीशु', 'नासरी', 'को,', '”', 'तो', 'उसने', 'कहा:“', 'मैं', 'ही', 'हूं', '।', '”']"
"ये हमारे ही प्यारे भाई - बहन थे, जो अमेज़न वर्षा - वन के अंदरूनी इलाके में बसी कोढ़ियों की बस्ती से आए थे ।","['ये', 'हमारे', 'ही', 'प्यारे', 'भाई', '-', 'बहन', 'थे,', 'जो', 'अमेज़न', 'वर्षा', '-', 'वन', 'के', 'अंदरूनी', 'इलाके', 'में', 'बसी', 'कोढ़ियों', 'की', 'बस्ती', 'से', 'आए', 'थे', '।']"
इससे कई लोगों की जिंदगी बचाने में मदद मिली है।,"['इससे', 'कई', 'लोगों', 'की', 'जिंदगी', 'बचाने', 'में', 'मदद', 'मिली', 'है।']"
बच्चे को कभी अकेला घर पर न छोड़ें।,"['बच्चे', 'को', 'कभी', 'अकेला', 'घर', 'पर', 'न', 'छोड़ें।']"
मेष: दूसरे से सहयोग लेने में सफलता मिलेगी।,"['मेष:', 'दूसरे', 'से', 'सहयोग', 'लेने', 'में', 'सफलता', 'मिलेगी।']"
महिला को गंभीर हालत में सामान्य अस्पताल में दाखिल करवाया गया।,"['महिला', 'को', 'गंभीर', 'हालत', 'में', 'सामान्य', 'अस्पताल', 'में', 'दाखिल', 'करवाया', 'गया।']"
घटना स्थल पर बचाव और राहत का काम चालू है।,"['घटना', 'स्थल', 'पर', 'बचाव', 'और', 'राहत', 'का', 'काम', 'चालू', 'है।']"
"उन्होंने महिला की शिक्षा, स्वास्थ्य और रोज़गार पर बल दिया।","['उन्होंने', 'महिला', 'की', 'शिक्षा,', 'स्वास्थ्य', 'और', 'रोज़गार', 'पर', 'बल', 'दिया।']"
जेल में हवालाती की जेब से मिला मोबाइल,"['जेल', 'में', 'हवालाती', 'की', 'जेब', 'से', 'मिला', 'मोबाइल']"
इस प्रोजेक्ट पर 197 करोड़ रुपये खर्च हुए हैं।,"['इस', 'प्रोजेक्ट', 'पर', '197', 'करोड़', 'रुपये', 'खर्च', 'हुए', 'हैं।']"
आइए मैं आपको बताऊँ कि कैसे बाइबल पढ़ाई ने पूरी ज़िंदगी मेरी हिम्मत बढ़ायी ।,"['आइए', 'मैं', 'आपको', 'बताऊँ', 'कि', 'कैसे', 'बाइबल', 'पढ़ाई', 'ने', 'पूरी', 'ज़िंदगी', 'मेरी', 'हिम्मत', 'बढ़ायी', '।']"
जागते रहने के लिए प्रार्थना में लगे रहना बेहद ज़रूरी है ।,"['जागते', 'रहने', 'के', 'लिए', 'प्रार्थना', 'में', 'लगे', 'रहना', 'बेहद', 'ज़रूरी', 'है', '।']"
कसाई पति ने गला घोंट कर पत्नी की ली जान,"['कसाई', 'पति', 'ने', 'गला', 'घोंट', 'कर', 'पत्नी', 'की', 'ली', 'जान']"
वह यहोवा की व्यवस्था से दिली खुशी पाता है,"['वह', 'यहोवा', 'की', 'व्यवस्था', 'से', 'दिली', 'खुशी', 'पाता', 'है']"
लेकिन गनमीत ये रही कि कोई जनहानि नहीं हुई है ।,"['लेकिन', 'गनमीत', 'ये', 'रही', 'कि', 'कोई', 'जनहानि', 'नहीं', 'हुई', 'है', '।']"
"लेकिन एक परिवार को वक्‍त पर सभाओं में आने के लिए जो जद्दोजहद करनी पड़ती है, उसका शायद हमें इतनी आसानी से खयाल न आए ।","['लेकिन', 'एक', 'परिवार', 'को', 'वक्\u200dत', 'पर', 'सभाओं', 'में', 'आने', 'के', 'लिए', 'जो', 'जद्दोजहद', 'करनी', 'पड़ती', 'है,', 'उसका', 'शायद', 'हमें', 'इतनी', 'आसानी', 'से', 'खयाल', 'न', 'आए', '।']"
श्रीदेवी की मौत के मामले पर एक जांच के दरखास्त को किया सुप्रीम कोर्ट ने खारिज | khabar lahariya (खबर लहरिया),"['श्रीदेवी', 'की', 'मौत', 'के', 'मामले', 'पर', 'एक', 'जांच', 'के', 'दरखास्त', 'को', 'किया', 'सुप्रीम', 'कोर्ट', 'ने', 'खारिज', '|', 'khabar', 'lahariya', '(खबर', 'लहरिया)']"
2022 तक सबके पास हो घर हो अपना,"['2022', 'तक', 'सबके', 'पास', 'हो', 'घर', 'हो', 'अपना']"
वहीं उनके प्रशंसकों ने भी कई कमेंट किए हैं।,"['वहीं', 'उनके', 'प्रशंसकों', 'ने', 'भी', 'कई', 'कमेंट', 'किए', 'हैं।']"
पुलिस ने मौके से दो गाड़ियों को भी बरामद उनके खिलाफ विधिक कार्रवाई कर रही है।,"['पुलिस', 'ने', 'मौके', 'से', 'दो', 'गाड़ियों', 'को', 'भी', 'बरामद', 'उनके', 'खिलाफ', 'विधिक', 'कार्रवाई', 'कर', 'रही', 'है।']"
उत्‍तर प्रदेश के फतेहपुर में बड़ा सड़क हादसा हुआ है,"['उत्\u200dतर', 'प्रदेश', 'के', 'फतेहपुर', 'में', 'बड़ा', 'सड़क', 'हादसा', 'हुआ', 'है']"
हमें हर कीमत पर इसकी रक्षा करनी ही होगी,"['हमें', 'हर', 'कीमत', 'पर', 'इसकी', 'रक्षा', 'करनी', 'ही', 'होगी']"
तो अपने दिल की रक्षा करने के लिए अपनी आध्यात्मिक खुराक पर ध्यान देना ज़रूरी है ।,"['तो', 'अपने', 'दिल', 'की', 'रक्षा', 'करने', 'के', 'लिए', 'अपनी', 'आध्यात्मिक', 'खुराक', 'पर', 'ध्यान', 'देना', 'ज़रूरी', 'है', '।']"
दमा श्वसन तंत्र में लंबे समय तक रहने वाली बीमारी है।,"['दमा', 'श्वसन', 'तंत्र', 'में', 'लंबे', 'समय', 'तक', 'रहने', 'वाली', 'बीमारी', 'है।']"
उन्होंने मुझे एक ऐसा करियर चुनने का बढ़ावा दिया जिससे मेरे पास बहुत दौलत आ जाए ।,"['उन्होंने', 'मुझे', 'एक', 'ऐसा', 'करियर', 'चुनने', 'का', 'बढ़ावा', 'दिया', 'जिससे', 'मेरे', 'पास', 'बहुत', 'दौलत', 'आ', 'जाए', '।']"
पुलिस ने ट्रक को कब्जे में लेकर अज्ञात ट्रक चालक के खिलाफ मामला दर्ज कर लिया है।,"['पुलिस', 'ने', 'ट्रक', 'को', 'कब्जे', 'में', 'लेकर', 'अज्ञात', 'ट्रक', 'चालक', 'के', 'खिलाफ', 'मामला', 'दर्ज', 'कर', 'लिया', 'है।']"
दिल्ली मेट्रो भी रोज़ाना 61 अतिरिक्त फेरे लगाएंगी,"['दिल्ली', 'मेट्रो', 'भी', 'रोज़ाना', '61', 'अतिरिक्त', 'फेरे', 'लगाएंगी']"
इसका जवाब शायद किसी के पास नहीं है।,"['इसका', 'जवाब', 'शायद', 'किसी', 'के', 'पास', 'नहीं', 'है।']"
पुलिस ने मृतका के शव को बीके अस्पताल के शव गृह में रखवा दिया है।,"['पुलिस', 'ने', 'मृतका', 'के', 'शव', 'को', 'बीके', 'अस्पताल', 'के', 'शव', 'गृह', 'में', 'रखवा', 'दिया', 'है।']"
"सन्‌ १९९४ में पाँच लाख से ज़्यादा टुट्‌सी लोगों को रूवाण्डा में कत्ल कर दिया गया, सिर्फ इसलिए कि वे “दूसरी ” जाति के थे ।","['सन्\u200c', '१९९४', 'में', 'पाँच', 'लाख', 'से', 'ज़्यादा', 'टुट्\u200cसी', 'लोगों', 'को', 'रूवाण्डा', 'में', 'कत्ल', 'कर', 'दिया', 'गया,', 'सिर्फ', 'इसलिए', 'कि', 'वे', '“दूसरी', '”', 'जाति', 'के', 'थे', '।']"
मध्य प्रदेश- एमपी में कोरोनावायरस के 127 नए मामले सामने आए हैं।,"['मध्य', 'प्रदेश-', 'एमपी', 'में', 'कोरोनावायरस', 'के', '127', 'नए', 'मामले', 'सामने', 'आए', 'हैं।']"
किफायती और वित्तीय रूप से व्यवहार्य कृषि बाद प्रबंधन आधारभूत ढांचे से फार्म-गेट और एकत्रीकरण बिंदु के विकास के लिए प्रोत्साहन मिलेगा।,"['किफायती', 'और', 'वित्तीय', 'रूप', 'से', 'व्यवहार्य', 'कृषि', 'बाद', 'प्रबंधन', 'आधारभूत', 'ढांचे', 'से', 'फार्म-गेट', 'और', 'एकत्रीकरण', 'बिंदु', 'के', 'विकास', 'के', 'लिए', 'प्रोत्साहन', 'मिलेगा।']"
मनीष पांडे पांचवें विशेषज्ञ बल्लेबाज के रूप में उतर सकते हैं और श्रेयस अय्यर चौथे स्थान पर रहेंगे,"['मनीष', 'पांडे', 'पांचवें', 'विशेषज्ञ', 'बल्लेबाज', 'के', 'रूप', 'में', 'उतर', 'सकते', 'हैं', 'और', 'श्रेयस', 'अय्यर', 'चौथे', 'स्थान', 'पर', 'रहेंगे']"
 2 कुरिन्थियों 6: 11 - 13 देखिए ।,"['', '2', 'कुरिन्थियों', '6:', '11', '-', '13', 'देखिए', '।']"
"भारत ने चैम्पियनशिप में 29 स्वर्ण, 10 रजत और छह कांस्य पदक जीते।","['भारत', 'ने', 'चैम्पियनशिप', 'में', '29', 'स्वर्ण,', '10', 'रजत', 'और', 'छह', 'कांस्य', 'पदक', 'जीते।']"
पुलिस ने इन दोनों को गिरफ्तार कर एफआईआर दर्ज कर ली है।,"['पुलिस', 'ने', 'इन', 'दोनों', 'को', 'गिरफ्तार', 'कर', 'एफआईआर', 'दर्ज', 'कर', 'ली', 'है।']"
"वह अधिकारी, बिशप का लिबास पहने हुए था ।","['वह', 'अधिकारी,', 'बिशप', 'का', 'लिबास', 'पहने', 'हुए', 'था', '।']"
25 हजार से अधिक लोगों की जान जा भी जा चुकी है।,"['25', 'हजार', 'से', 'अधिक', 'लोगों', 'की', 'जान', 'जा', 'भी', 'जा', 'चुकी', 'है।']"
थाना प्रभारी का कहना है मामले की जांच के बाद आगे की कार्रवाई की जाएगी।,"['थाना', 'प्रभारी', 'का', 'कहना', 'है', 'मामले', 'की', 'जांच', 'के', 'बाद', 'आगे', 'की', 'कार्रवाई', 'की', 'जाएगी।']"
यह देखकर हमारे पड़ोसी हैरान रह गए और कहने लगे: ‘ आपका धर्म कितना अच्छा है!,"['यह', 'देखकर', 'हमारे', 'पड़ोसी', 'हैरान', 'रह', 'गए', 'और', 'कहने', 'लगे:', '‘', 'आपका', 'धर्म', 'कितना', 'अच्छा', 'है!']"
"जैसे पहिले बताया गया है, मसीही - पूर्व भविष्यवक्‍ताओं ने अकसर चेतावनी दी कि यहोवा के प्रतिशोध का दिन निकट है ।","['जैसे', 'पहिले', 'बताया', 'गया', 'है,', 'मसीही', '-', 'पूर्व', 'भविष्यवक्\u200dताओं', 'ने', 'अकसर', 'चेतावनी', 'दी', 'कि', 'यहोवा', 'के', 'प्रतिशोध', 'का', 'दिन', 'निकट', 'है', '।']"
इस अवसर पर स्कूल की प्रतिभाओं का सम्मान किया गया।,"['इस', 'अवसर', 'पर', 'स्कूल', 'की', 'प्रतिभाओं', 'का', 'सम्मान', 'किया', 'गया।']"
पुलिस ने दो अज्ञात युवकों के खिलाफ मामला दर्ज कर कार्रवाई आरंभ कर दी है।,"['पुलिस', 'ने', 'दो', 'अज्ञात', 'युवकों', 'के', 'खिलाफ', 'मामला', 'दर्ज', 'कर', 'कार्रवाई', 'आरंभ', 'कर', 'दी', 'है।']"
"तलाशियां दिल्ली के सीलमपुर तथा उत्तर प्रदेश के अमरोहा, हापुड़, मेरठ तथा लखनऊ में ली गईं","['तलाशियां', 'दिल्ली', 'के', 'सीलमपुर', 'तथा', 'उत्तर', 'प्रदेश', 'के', 'अमरोहा,', 'हापुड़,', 'मेरठ', 'तथा', 'लखनऊ', 'में', 'ली', 'गईं']"
जिसका वीडियो सोशल मीडिय पर काफी वायरल हो रहा है,"['जिसका', 'वीडियो', 'सोशल', 'मीडिय', 'पर', 'काफी', 'वायरल', 'हो', 'रहा', 'है']"
देखा कि महासागर पर चौमुखी आंधी चलने लगी ।,"['देखा', 'कि', 'महासागर', 'पर', 'चौमुखी', 'आंधी', 'चलने', 'लगी', '।']"
"भाइयो, बपतिस्मे के बाद क्या बात आपको मंडली में ज़िम्मेदारियाँ उठाने के लिए आगे आने में मदद कर सकती है?","['भाइयो,', 'बपतिस्मे', 'के', 'बाद', 'क्या', 'बात', 'आपको', 'मंडली', 'में', 'ज़िम्मेदारियाँ', 'उठाने', 'के', 'लिए', 'आगे', 'आने', 'में', 'मदद', 'कर', 'सकती', 'है?']"
"राजसी भोजनों का उदाहरण कैफीन युक्त पेय (कॉफी, फिज्जी सॉफ्ट ड्रिंक, चाय) शर्करा युक्त भोजन (चॉकलेट, केक, बिस्किट, चिप्स इत्यादि) या मसालेदार खाद्य पदार्थ हैं।","['राजसी', 'भोजनों', 'का', 'उदाहरण', 'कैफीन', 'युक्त', 'पेय', '(कॉफी,', 'फिज्जी', 'सॉफ्ट', 'ड्रिंक,', 'चाय)', 'शर्करा', 'युक्त', 'भोजन', '(चॉकलेट,', 'केक,', 'बिस्किट,', 'चिप्स', 'इत्यादि)', 'या', 'मसालेदार', 'खाद्य', 'पदार्थ', 'हैं।']"
जिसके बाद आरोपी बाप को पुलिस ने अरेस्ट कर लिया,"['जिसके', 'बाद', 'आरोपी', 'बाप', 'को', 'पुलिस', 'ने', 'अरेस्ट', 'कर', 'लिया']"
इस तरह हम भी अपनी खुशी बनाए रख पाएँगे । ​ — फिलि,"['इस', 'तरह', 'हम', 'भी', 'अपनी', 'खुशी', 'बनाए', 'रख', 'पाएँगे', '।', '\u200b', '—', 'फिलि']"
न तो पीने के पानी की ही कोई व्यवस्था है और न ही गंदे पानी की निकासी की व्यवस्था है।,"['न', 'तो', 'पीने', 'के', 'पानी', 'की', 'ही', 'कोई', 'व्यवस्था', 'है', 'और', 'न', 'ही', 'गंदे', 'पानी', 'की', 'निकासी', 'की', 'व्यवस्था', 'है।']"
2014 में जब ये सरकार बनी तो कैंसर के 36 संस्थान ancer ग्रिड से जुड़े हुए थे।,"['2014', 'में', 'जब', 'ये', 'सरकार', 'बनी', 'तो', 'कैंसर', 'के', '36', 'संस्थान', 'ancer', 'ग्रिड', 'से', 'जुड़े', 'हुए', 'थे।']"
मामला सामने आने के बाद अधिकारी सकते में हैं।,"['मामला', 'सामने', 'आने', 'के', 'बाद', 'अधिकारी', 'सकते', 'में', 'हैं।']"
इनसे स्किन सॉफ्ट रहेगी और ग्लो भी करेगी।,"['इनसे', 'स्किन', 'सॉफ्ट', 'रहेगी', 'और', 'ग्लो', 'भी', 'करेगी।']"
इस शैड पर एक लाख 36 हजार रुपए की धनराशि खर्च की जाएगी।,"['इस', 'शैड', 'पर', 'एक', 'लाख', '36', 'हजार', 'रुपए', 'की', 'धनराशि', 'खर्च', 'की', 'जाएगी।']"
"हमारी संगति का हमारी सोच, पसंद - नापसंद पर कितना ज़बरदस्त असर हो सकता है!","['हमारी', 'संगति', 'का', 'हमारी', 'सोच,', 'पसंद', '-', 'नापसंद', 'पर', 'कितना', 'ज़बरदस्त', 'असर', 'हो', 'सकता', 'है!']"
ऐेसे में सुप्रीम कोर्ट इस मामले में जल्द सुनवाई करे।,"['ऐेसे', 'में', 'सुप्रीम', 'कोर्ट', 'इस', 'मामले', 'में', 'जल्द', 'सुनवाई', 'करे।']"
इस बार उन्होंने चुनाव लड़ने से इंकार कर दिया है।,"['इस', 'बार', 'उन्होंने', 'चुनाव', 'लड़ने', 'से', 'इंकार', 'कर', 'दिया', 'है।']"
"पेंटागन के प्रवक्ता जोनाथन हॉफमैन ने ईरान के मिसाइल हमले की पुष्टि करते हुए कहा, ‘‘ हम युद्ध में हुए प्रारंभिक नुकसान का आकलन कर रहे हैं","['पेंटागन', 'के', 'प्रवक्ता', 'जोनाथन', 'हॉफमैन', 'ने', 'ईरान', 'के', 'मिसाइल', 'हमले', 'की', 'पुष्टि', 'करते', 'हुए', 'कहा,', '‘‘', 'हम', 'युद्ध', 'में', 'हुए', 'प्रारंभिक', 'नुकसान', 'का', 'आकलन', 'कर', 'रहे', 'हैं']"
उनके पिता मेजर सुभाष वासुदेव प्रधान एक सेवानिवृत्त भारतीय सेना अधिकारी हैं और उनकी मां आशा एक गृहिणी हैं।,"['उनके', 'पिता', 'मेजर', 'सुभाष', 'वासुदेव', 'प्रधान', 'एक', 'सेवानिवृत्त', 'भारतीय', 'सेना', 'अधिकारी', 'हैं', 'और', 'उनकी', 'मां', 'आशा', 'एक', 'गृहिणी', 'हैं।']"
इसके लिए कुछ उदाहरण दिए जा सकते हैं-,"['इसके', 'लिए', 'कुछ', 'उदाहरण', 'दिए', 'जा', 'सकते', 'हैं-']"
उन दिनों मैंने देने से मिलनेवाली खुशी के बारे में बहुत कुछ सीखा । — मत्ती 25: 31 - 33,"['उन', 'दिनों', 'मैंने', 'देने', 'से', 'मिलनेवाली', 'खुशी', 'के', 'बारे', 'में', 'बहुत', 'कुछ', 'सीखा', '।', '—', 'मत्ती', '25:', '31', '-', '33']"
पुलिस का कहना है कि मामले की जांच की जा रही है और अभी तक किसी भी आरोपी को अरेस्ट नहीं किया गया है।,"['पुलिस', 'का', 'कहना', 'है', 'कि', 'मामले', 'की', 'जांच', 'की', 'जा', 'रही', 'है', 'और', 'अभी', 'तक', 'किसी', 'भी', 'आरोपी', 'को', 'अरेस्ट', 'नहीं', 'किया', 'गया', 'है।']"
मोदी इस सभा के बाद अपनी मां हीराबेन का आशीर्वाद लेने पहुंचे।,"['मोदी', 'इस', 'सभा', 'के', 'बाद', 'अपनी', 'मां', 'हीराबेन', 'का', 'आशीर्वाद', 'लेने', 'पहुंचे।']"
और यह सब कुछ रोका जा सकता है!,"['और', 'यह', 'सब', 'कुछ', 'रोका', 'जा', 'सकता', 'है!']"
बाद में अमृतसर के सिविल अस्पताल में दाखिल करवाया गया।,"['बाद', 'में', 'अमृतसर', 'के', 'सिविल', 'अस्पताल', 'में', 'दाखिल', 'करवाया', 'गया।']"
उन्होंने कहा है कि यह एक बड़ा मुद्दा है,"['उन्होंने', 'कहा', 'है', 'कि', 'यह', 'एक', 'बड़ा', 'मुद्दा', 'है']"
और पाकिस्‍तान के प्रति भी मेरी यही नीति है।,"['और', 'पाकिस्\u200dतान', 'के', 'प्रति', 'भी', 'मेरी', 'यही', 'नीति', 'है।']"
सूचक जारी करने के लिए %s दबाएं ,"['सूचक', 'जारी', 'करने', 'के', 'लिए', '%s', 'दबाएं', '']"
पाकिस्तान में बसने वाले धार्मिक अल्पसंख्यकों में सबसे अधिक संख्या हिन्दुओं की है,"['पाकिस्तान', 'में', 'बसने', 'वाले', 'धार्मिक', 'अल्पसंख्यकों', 'में', 'सबसे', 'अधिक', 'संख्या', 'हिन्दुओं', 'की', 'है']"
इस में कंपनी ने कई बदलाव किए हैं,"['इस', 'में', 'कंपनी', 'ने', 'कई', 'बदलाव', 'किए', 'हैं']"
आरोपी को सजा के अलावा अदालत ने 15 हजार रुपये का जुर्माना भी लगाया है।,"['आरोपी', 'को', 'सजा', 'के', 'अलावा', 'अदालत', 'ने', '15', 'हजार', 'रुपये', 'का', 'जुर्माना', 'भी', 'लगाया', 'है।']"
सरकार और किसान यूनियनों ने अब तक पांच दौर की वार्ता की है।,"['सरकार', 'और', 'किसान', 'यूनियनों', 'ने', 'अब', 'तक', 'पांच', 'दौर', 'की', 'वार्ता', 'की', 'है।']"
मैं अपनी फैमिली और वेल विशर्स की शुक्रगुजार हूं,"['मैं', 'अपनी', 'फैमिली', 'और', 'वेल', 'विशर्स', 'की', 'शुक्रगुजार', 'हूं']"
मान लीजिए आपको एक ऐसा भयंकर रोग लगा है कि अगर आप ऑपरेशन नहीं कराते तो यह रोग आपकी जान लेकर ही रहेगा ।,"['मान', 'लीजिए', 'आपको', 'एक', 'ऐसा', 'भयंकर', 'रोग', 'लगा', 'है', 'कि', 'अगर', 'आप', 'ऑपरेशन', 'नहीं', 'कराते', 'तो', 'यह', 'रोग', 'आपकी', 'जान', 'लेकर', 'ही', 'रहेगा', '।']"
इसके लिए सरकार ने 25 लाख डॉलर का फंड भी बनाया,"['इसके', 'लिए', 'सरकार', 'ने', '25', 'लाख', 'डॉलर', 'का', 'फंड', 'भी', 'बनाया']"
यह फेरहिस्त लंबी भी हो सकती है ।,"['यह', 'फेरहिस्त', 'लंबी', 'भी', 'हो', 'सकती', 'है', '।']"
विपक्ष आम बजट को चुनाव बाद पेश करने की मांग कर रहा है।,"['विपक्ष', 'आम', 'बजट', 'को', 'चुनाव', 'बाद', 'पेश', 'करने', 'की', 'मांग', 'कर', 'रहा', 'है।']"
तो हम कैसे तैयार रहने का सबूत दे सकते हैं?,"['तो', 'हम', 'कैसे', 'तैयार', 'रहने', 'का', 'सबूत', 'दे', 'सकते', 'हैं?']"
पति की हत्या में शामिल रही पत्नी गिरफ्तार,"['पति', 'की', 'हत्या', 'में', 'शामिल', 'रही', 'पत्नी', 'गिरफ्तार']"
भाजपा सरकार की उल्टी गिनती शुरू हो गयी है।,"['भाजपा', 'सरकार', 'की', 'उल्टी', 'गिनती', 'शुरू', 'हो', 'गयी', 'है।']"
कोझीकोड और मलप्पुरम के केरल जिलों में रेड अलर्ट जारी किया।,"['कोझीकोड', 'और', 'मलप्पुरम', 'के', 'केरल', 'जिलों', 'में', 'रेड', 'अलर्ट', 'जारी', 'किया।']"
"जन-जन की भागीदारी से कैसे संकल्प की सिद्धि होती है, ये उसके प्रतीक हैं।","['जन-जन', 'की', 'भागीदारी', 'से', 'कैसे', 'संकल्प', 'की', 'सिद्धि', 'होती', 'है,', 'ये', 'उसके', 'प्रतीक', 'हैं।']"
"पंजाब, हरियाणा और चंडीगढ़ में भी भूकंप के झटके महसूस किए गए।","['पंजाब,', 'हरियाणा', 'और', 'चंडीगढ़', 'में', 'भी', 'भूकंप', 'के', 'झटके', 'महसूस', 'किए', 'गए।']"
जिससे मौके पर लोग इकट्ठे हो गए और पुलिस को सूचना दी गई।,"['जिससे', 'मौके', 'पर', 'लोग', 'इकट्ठे', 'हो', 'गए', 'और', 'पुलिस', 'को', 'सूचना', 'दी', 'गई।']"
अदालत के फैसले के बाद मान सिंह के परिजनों ने खुशी जताई है,"['अदालत', 'के', 'फैसले', 'के', 'बाद', 'मान', 'सिंह', 'के', 'परिजनों', 'ने', 'खुशी', 'जताई', 'है']"
पैन को गैस पर रख कर गरम कीजिए और इसमें 2 टेबल स्पून तेल डाल दीजिए।,"['पैन', 'को', 'गैस', 'पर', 'रख', 'कर', 'गरम', 'कीजिए', 'और', 'इसमें', '2', 'टेबल', 'स्पून', 'तेल', 'डाल', 'दीजिए।']"
"हैचबैक बलेनो का मुकाबला ह्यूंदै इलीट आई20, होंडा जैज़ और फॉक्सवागन पोलो से होगा।","['हैचबैक', 'बलेनो', 'का', 'मुकाबला', 'ह्यूंदै', 'इलीट', 'आई20,', 'होंडा', 'जैज़', 'और', 'फॉक्सवागन', 'पोलो', 'से', 'होगा।']"
दो अलग-अलग सड़क दुर्घटनाओं में दो लोगों की मौत हो गई वहीं एक बछड़े की भी मौत हो गई।,"['दो', 'अलग-अलग', 'सड़क', 'दुर्घटनाओं', 'में', 'दो', 'लोगों', 'की', 'मौत', 'हो', 'गई', 'वहीं', 'एक', 'बछड़े', 'की', 'भी', 'मौत', 'हो', 'गई।']"
उनके फैंस उनके लुक को बेहद पसंद करते है।,"['उनके', 'फैंस', 'उनके', 'लुक', 'को', 'बेहद', 'पसंद', 'करते', 'है।']"
सुशांत सिंह राजपूत की अगली फिल्म दिल बेचारा अगले महीने 24 जुलाई को ओटीटी प्लेटफॉर्म पर रिलीज होने जा रही है।,"['सुशांत', 'सिंह', 'राजपूत', 'की', 'अगली', 'फिल्म', 'दिल', 'बेचारा', 'अगले', 'महीने', '24', 'जुलाई', 'को', 'ओटीटी', 'प्लेटफॉर्म', 'पर', 'रिलीज', 'होने', 'जा', 'रही', 'है।']"
पड्रैगन 8cx 5g में क्वॉलकम काइरो 495 के साथ ऐंड्रेनो 680 जीपीयू भी दिया गया है।,"['पड्रैगन', '8cx', '5g', 'में', 'क्वॉलकम', 'काइरो', '495', 'के', 'साथ', 'ऐंड्रेनो', '680', 'जीपीयू', 'भी', 'दिया', 'गया', 'है।']"
फिल्म की कहानी भाई-बहनों के इर्द-गिर्द घूमती है।,"['फिल्म', 'की', 'कहानी', 'भाई-बहनों', 'के', 'इर्द-गिर्द', 'घूमती', 'है।']"
स्क्वैमस सेल स्किन कैंसर का एक प्रकार है।,"['स्क्वैमस', 'सेल', 'स्किन', 'कैंसर', 'का', 'एक', 'प्रकार', 'है।']"
बाद में फायर अधिकारी को उपचार के लिए अस्पताल में दाखिल करवाया गया।,"['बाद', 'में', 'फायर', 'अधिकारी', 'को', 'उपचार', 'के', 'लिए', 'अस्पताल', 'में', 'दाखिल', 'करवाया', 'गया।']"
पुलिस का कहना है कि अफवाह फैलाने वालों को चिन्हित कर उनके खिलाफ सख्त कार्रवाई की जाएगी,"['पुलिस', 'का', 'कहना', 'है', 'कि', 'अफवाह', 'फैलाने', 'वालों', 'को', 'चिन्हित', 'कर', 'उनके', 'खिलाफ', 'सख्त', 'कार्रवाई', 'की', 'जाएगी']"
"अधिकारी ने कहा, 'विनोद राय ने हमें बताया कि आमसभा बीसीसीआई में शीर्ष सभा है और उन्हें उम्मीद है कि विशेष आम बैठक में सही कदम उठाए जाएंगे","['अधिकारी', 'ने', 'कहा,', ""'विनोद"", 'राय', 'ने', 'हमें', 'बताया', 'कि', 'आमसभा', 'बीसीसीआई', 'में', 'शीर्ष', 'सभा', 'है', 'और', 'उन्हें', 'उम्मीद', 'है', 'कि', 'विशेष', 'आम', 'बैठक', 'में', 'सही', 'कदम', 'उठाए', 'जाएंगे']"
समाचार लिखे जाने तक अधिकारी मामले की जांच में लगे हुए थे।,"['समाचार', 'लिखे', 'जाने', 'तक', 'अधिकारी', 'मामले', 'की', 'जांच', 'में', 'लगे', 'हुए', 'थे।']"
इस ऑफर में आप अनलिमिटेड वॉयस कॉल का भी लाभ उठा सकते हैं।,"['इस', 'ऑफर', 'में', 'आप', 'अनलिमिटेड', 'वॉयस', 'कॉल', 'का', 'भी', 'लाभ', 'उठा', 'सकते', 'हैं।']"
हालाँकि हम गरीब थे मगर मेरी माँ दिल खोलकर दूसरों को दिया करती थी ।,"['हालाँकि', 'हम', 'गरीब', 'थे', 'मगर', 'मेरी', 'माँ', 'दिल', 'खोलकर', 'दूसरों', 'को', 'दिया', 'करती', 'थी', '।']"
